,AAPL,AMD,AMZN,BAC,C,CMCSA,CSCO,F,GOOG,GOOGL,HPQ,INDEX,INTC,META,MSFT,MU,NVDA,PFE,T,TSLA,WFC
2012-09-15,0.0002706785535271,0.0109891766401165,0.0112600106613306,0.0064795497999445,0.0070464672721713,0.0150936254990966,0.0036678899928204,0.0161831303748956,0.0127545227194366,0.0127544964215771,-0.008253155425018,0.0011847815190321,-0.0094584204074113,0.0629082501437368,-0.0041780896090109,0.0258963557011072,0.011738934954559,0.0062279593331707,0.0026517650925083,-0.0092963287322956,-0.0053755577288553
2012-09-16,-0.0048544132588623,-0.019310992272365,-0.0033302063524322,-0.0108226580120535,-0.0108840292782462,0.0159823864678514,-0.0005231613251761,-0.0142656317606706,0.0008518583568375,0.00085191275262,-0.0189631458326782,-0.0005408532605288,0.0012950870230143,-0.0305167859715618,0.0128002235970869,-0.0305367677723457,-0.0073207049190399,0.0102945330525334,0.0047556351104497,-0.0048426200028535,-0.0014194249798102
2012-09-17,0.0019874208880924,0.0027816403791932,-0.0128889505012105,-0.0087432171219486,-0.0041494785470853,0.0074823807684339,-0.0110498883090249,-0.0038387727937766,0.0080295397982216,0.0080295053530776,-0.0096181505815024,-7.533188836628922e-05,-0.0021594111170654,0.0118813478316303,-0.0083014596628242,-0.0140517028915226,0.0043988648793781,0.0044962295181109,0.0036832914217896,-0.0288924973386525,-0.0065555182960309
2012-09-18,-0.0133730657777859,-0.0396652188763412,-0.0104242926548656,-0.0010982181429508,-0.0053602418660438,0.005781133239791,-0.0047732869612924,-0.0077220389854249,0.0207508412547208,0.0207508207435587,-0.0218400484879568,-0.0022351434037312,-0.0143699374618803,-0.0949165391593776,-0.013232397023527,-0.0158481766702612,-0.0007318133447532,0.0093363616815971,0.0044543538862564,0.0210951707977212,0.0037105010170493
2012-09-19,-0.025288418287741,-0.053425186421348,-0.0092260739240051,-0.0188580263799271,-0.0189908057411353,-0.015770134200131,-0.0074706532806436,-0.0225388809939174,-0.0002936379271291,-0.0002936729870186,-0.0294832340985562,-0.0105573556542589,-0.0114689532686138,-0.0248369333255883,-0.012751563874163,-0.0242534266393117,-0.0184711570573047,0.003629733617784,-0.0049797179716627,-0.1029715131755964,-0.0108851620488367
2012-09-20,-0.0124896709544858,0.0121213491473844,-0.0111128238053797,-0.012394593644356,-0.0107084484968574,-0.0208517468437756,-0.0048322323606252,-0.0079602332957551,0.0057233019164051,0.0057233141203468,0.0236557428729545,-0.0057532394483594,0.0048682858575885,0.0166263067075422,-0.0072655311449697,-0.0282176520276609,-0.017300133686102,-0.0004026357395794,0.0005253640854062,-0.0043478418092375,-0.0086781873646621
2012-09-21,0.0239743654857389,0.0325955178197835,0.0273394877193573,0.0168638704215316,0.0140504114217352,0.0188978120048574,0.0117710999745648,0.0009985251492677,0.0040265928662273,0.0040266251868423,0.0069890106824912,0.0096026733646948,0.0192397948876885,-0.014655911596996,-0.0003315176192962,0.013378113144749,0.0075585717118757,0.0052219034989627,-0.0023662485191169,0.0339134985050186,0.0098295145238961
2012-09-22,-0.0210921008063465,-0.017647570235049,-0.0088862103189863,-0.0157306998642445,-0.0076115450662032,-0.0013979936639313,0.0158315257708041,-0.0160970075469233,-0.0026472035002607,-0.0026472914081489,-0.0099156023867052,-0.0044878218697084,-0.0187983811087401,0.0638616268363711,-0.0133513204246619,-0.0066666850002898,0.0045079279851536,-0.0044167131708833,-0.0076629064936719,0.0273517272240209,-0.006638776059941
2012-09-23,-0.0116248390132779,-0.027069296732119,-0.0091245076628437,0.014615225268756,0.0009164130391626,-0.0101238377730958,-0.0031462775771836,0.0070743749949961,0.0096025125767986,0.0096026294025804,0.0087540829298158,0.0026480349319839,0.0044033704483888,0.0151205596300598,-0.0091140025899655,-0.0357484939377086,-0.0166292771325381,0.0076167838353224,0.001325421698156,-0.0041067902461553,0.004911232889599
2012-09-24,0.0029075368060239,-0.0030534345971298,-0.0056107565897335,-0.003353802181687,0.0154524612184924,0.0129178734427624,-0.0089686735927016,-0.0141990561438929,-0.0063077529003729,-0.0063078235574608,-0.0046591872274824,0.0008718999666616,0.0035087721540901,0.0126527076662287,0.0057481164993702,0.0120587457538209,0.0038037467548879,0.0031897828394929,0.0015881238250788,0.0217106698419714,0.0034522166361199
2012-09-25,0.0152168248636036,-0.0469570139346826,0.0210068375240204,0.019956244522878,0.0237682922545477,0.0099945475431963,0.0031745774875729,0.0152055258076273,0.0072524670032253,0.0072524688762147,-0.1387992481850315,0.003617864023352,-0.0127783593530885,-0.019955334757508,0.0067204809862668,0.0,-0.0099199679750743,0.0079302247008264,0.0094762720916846,-0.0169212242047709,0.0176491614114719
2012-09-26,-0.0069493818247079,0.0315484032998723,0.0176228667164301,0.0324002637962797,0.0260808090451802,0.008253120681045,-0.0015860794604955,0.016958020620128,0.0072522955984844,0.0072523489422894,0.002010012040247,0.0071487982954376,-0.0035539764765369,0.0054820072123017,0.005677092309072,0.0068259584050776,0.0435177387458237,0.0011841479829916,0.0044438743633574,0.0034073380862798,0.0148442046570997
2012-09-27,-0.0215410774616867,0.0,-0.0075533539643258,-0.0096103414284674,-0.0054495654142333,0.0010953154168974,-0.0021185923144775,0.0049334280581923,-0.0005209050021691,-0.0005209223699301,-0.0141559588203868,-0.0003216611430279,0.0093024366763589,-0.0485396681360636,-0.0060120522423905,0.0016991936222382,-0.0237752427502741,0.0066837615032666,-0.0125986449681039,-0.0174991798243911,-0.0036206992800284
2012-09-28,-0.0223443285355698,-0.0093604337072801,0.0021253289762292,-0.0043010779298642,0.0002875146430411,-0.0090722775116198,0.0021185923144775,-0.0108857736481645,-0.0128615704589618,-0.012861583971129,-0.0185000161101539,-0.0034626904363913,-0.0075238272286256,-0.0246926239925033,-0.0023478023050334,-0.0068143300538748,-0.0098225280204751,-0.0047132658437621,-0.0052965836221318,0.0123840841480669,-0.0011167202687078
2012-09-29,-0.0036420185080212,0.0186340616074451,-0.0317661097680032,-0.0075716636143291,-0.0051888358651579,-0.024885931398275,-0.0053050726279963,0.0049628081328151,-0.0183102856075116,-0.0183103464820978,-0.006243395667233,-0.0099401652318431,-0.0274730456829016,-0.0083682535989825,-0.0169323377690145,-0.015504130497411,-0.0214896779622901,-0.003549644967083,-0.0139039865148938,-0.0305475340279824,-0.0197467850960108
2012-09-30,0.0079263271920971,-0.0312525132287296,-0.0240761748279804,0.0,0.0154864274266802,-0.0045402986182869,-0.0264094997351357,-0.0119524171612249,0.0006314055474782,0.0006314906363051,-0.0133103134784746,-0.0062073100173509,-0.0064131868975374,-0.0295983567023357,-0.0102987914474299,0.0,-0.0172148432312405,-0.0059441393784242,-0.0059411230110569,0.001056882941589,0.0036968923600848
2012-10-01,-0.0201896725191608,0.0157483415939254,-0.0031479211640866,0.0140164141686609,0.0107558656216486,-0.0008535717947795,-0.0027344418174564,0.0159049875660281,0.009251143148895,0.0092510926973321,0.0049244627241433,0.0001954351929163,-0.0036832418583896,0.0055852194977748,-0.00103569072399,-0.0017376596349698,0.0055096318237406,-0.0015910839978156,-0.018038202421569,-0.002820672157651,-0.001420231375463
2012-10-02,0.0025600438710832,-0.1551929008262998,-0.0076452680479376,-0.0238364770398907,-0.0219163590006588,0.0183335472812782,0.008181099255246,-0.0019743794703679,-0.008995998462426,-0.0089960290897186,0.0111655310113211,-0.0029705448850503,-0.0092679423183131,-0.0117138869111769,0.0085985050296009,-0.0140107236138761,-0.0086716867549716,0.0,-0.0175272689463604,-0.0243041039880436,-0.026791183275873
2012-10-03,0.0079875714515612,0.0036429877979378,0.0074814016503907,0.034486144168593,0.053506666238513,0.0180035754338581,0.0075757609679609,0.0098329583526931,-0.0050749965633039,-0.0050748950068109,0.0041551227260033,0.0080454434366606,0.0115715248728556,0.0,0.0105604613086261,0.0087796375165415,0.0125886671847507,0.0177554376563528,-0.0118577805060509,-0.0112791563031809,-0.0102715053106535
2012-10-04,0.0234022336322689,-0.0257840922463111,-0.0009833717357821,0.0021164513897495,0.0159657065762543,0.0065663127523994,0.0160431862065086,0.0077973028499162,0.0050078487114729,0.0050077577653691,0.006887042509964,0.0102175290030821,0.0281325649252128,-0.0020513297207269,-0.0006779816450777,0.0104349502713833,0.0285183016941577,0.0089546872354324,0.0053816365648039,0.0263602279741377,-0.0050274238954322
2012-10-05,-0.0080037279877243,0.0330304938813431,0.0144479428378101,-0.0021164513897496,0.0311864676922659,0.0121969469934255,-0.0074548427776576,0.0106229542155211,0.0143850354485749,0.0143851684669028,0.0102425097881552,0.0041086129344168,-0.0253751471551063,0.0203258842982405,0.0033852565030091,0.0,-0.0076277583241465,0.0015491809558412,0.0089989266019497,0.026724151277153,0.0217017804401185
2012-10-06,-0.0187439326275032,-0.055673039220247,-0.0107243962716782,0.0031729996888396,-0.0002603028363186,0.004569339598937,-0.0053589879023566,0.0019194303030446,-0.0834546161300714,-0.0834547883715626,0.0054200809644327,-0.0024466730272574,-0.0055223719034831,-0.0463283899498982,-0.0030462082230826,-0.022748156945767,-0.0154324638656753,0.0077101085489511,0.0083636277834113,-0.0274374945943924,0.0028968291635027
2012-10-07,-0.0367048918706558,-0.1838493666696979,-0.020006879733905,-0.0031729996888395,-0.0333451998421185,-0.009159550700182,-0.0311075380667969,-0.0242612571717527,-0.019190204214397,-0.0191901061193618,-0.0218588486875768,-0.0167101271700616,-0.0186311683352751,0.0010532101028713,-0.0295859425644872,-0.0360399883596114,-0.0600901628978755,-0.0108108741464934,-0.0196249964464392,-0.0107566387278572,-0.0066753851929955
2012-10-08,0.0388996107979734,-0.0373876081072533,-0.0262584100664898,0.0115852387583887,0.0149575802880837,0.0021626939181748,0.0082804565056584,-0.0009828235380194,-0.0045866070455953,-0.0045866472007887,0.0157592497957891,0.0004394822551298,0.0088930438068033,0.0167018338220834,-0.0225998106060829,-0.0018365022916115,-0.0116279873365965,-0.0062305253627107,-0.0017001790968303,0.0039579078835811,0.0046484641245398
2012-10-09,-0.0331442421973703,0.0188685787380878,0.0022645012322835,-0.020095920655157,-0.0222499950640735,-0.0163357425627549,-0.0099448499935255,-0.0168571245682855,0.0024722732864725,0.002472355522313,-0.0310691688821915,-0.0145492620646682,0.0060395570537291,0.0092736525811773,0.0017840945942336,-0.0055300067327138,0.0296317691105322,-0.0161452570682845,-0.0074011256708471,0.0192040073230209,-0.0184296887433659
2012-10-10,0.0056413972539209,-0.0284380210209568,-0.0251525280709271,-0.0053561174491328,0.0110528111322212,-0.0002745953741336,-0.0356071003465242,0.0168571245682855,-0.0044929891852665,-0.0044930679714782,-0.0155480366320997,-0.0030901628496863,-0.0060395570537289,0.1750300615069051,-0.0053619296148675,-0.045376361376217,-0.0130613977201315,0.0047524655571509,-0.0083202683466524,-0.034764529247554,-0.0044384659591337
2012-10-11,-0.011888874260746,0.0190481776689099,-0.0246795319494765,-0.0075472754777547,0.0029447380856263,-0.00164873792776,-0.0104106433735863,0.0214016205923801,0.000678959663701,0.000678897687512,0.0106271098082688,0.0029910856826463,0.0106606549205664,-0.0292661241195151,-0.0007171193638755,0.0958375549171721,0.0008213740687801,0.011783319079264,-0.0060684722425026,0.0036405304940297,0.0100325462194867
2012-10-12,-0.0091303654968525,-0.0238674596749334,0.0664655894696076,-0.0130720693449373,-0.0218898455646162,0.0324704048070305,0.0052189244701096,-0.0028916344626369,-0.003858349359522,-0.0038583506283787,-0.0070722760707321,-0.0007292268041415,0.0119158248181619,-0.0278669237682744,0.01176693676921,-0.0394316801168583,-0.0107306115719502,-0.0070533326617569,0.0037610031151672,-0.0051005401548164,-0.002645897447069
2012-10-13,-0.0144750968994147,-0.0097088051374536,-0.0227123238718864,0.0216928044154233,0.021355073948458,-0.0007991102817884,-0.0081302012776452,0.0743837395883403,0.0075989873350179,0.0075990284214293,-0.0171799108766113,0.0001558018486915,-0.0146859731137846,-0.0385645884156764,0.0116301515675293,-0.0073394757453706,-0.0058261212886377,-0.0222673147845257,-0.0011556977914403,0.0270237820947883,-0.0082768014513423
2012-10-14,0.002047223047266,0.042966108164434,-0.0032255519083768,0.0440784982019648,0.014866251280348,0.0005327772713157,0.0207740080004371,0.0080321853700143,0.0106587769477414,0.0106588376311222,0.0107718884990643,0.0108672607470503,0.028710154964145,0.0047258346385587,0.0337613711117376,0.0641931826641499,0.0464821262991443,-0.0129504346243197,0.0143515696836911,0.0390431792131783,0.0109226988984113
2012-10-15,-0.033650706962531,-0.0188685787380877,0.0012054365656819,0.0112303997566062,-0.0092655141314831,0.0015966308185009,-0.0091796309896572,-0.0071365087390651,0.0004797971159354,0.0004798546476067,-0.0172913139713212,-0.0094237076580922,-0.0090253665135664,-0.0014153708297614,-0.0006777518933968,-0.0139132546478306,-0.0047923749635107,0.0,-0.0045701259552183,-0.0113462146905309,-0.0094395886893906
2012-10-16,0.0134664637279412,0.0047505984540418,0.0081842976410753,-0.0102042089021322,-0.0074746420120907,-0.0047974586411053,0.0028776559173399,0.0071365087390653,-0.0072362662204172,-0.0072362827742139,0.018005505839184,0.002161429927531,-0.0100228317527059,0.0032995407884884,0.004397069915926,0.0225117926195491,0.0415583661266435,0.0012212656219493,-0.0028669895312191,0.0854541169780016,0.0082644735585273
2012-10-17,-0.0030322467381731,-0.0191393227429344,0.0136898426028203,0.0192996934437662,0.0303493806936323,-0.0069705950220455,0.0045871597426004,0.0149980822581655,-0.0018172499821311,-0.0018172542910681,0.0274568309315363,0.0078225057580149,-0.0050493846609679,-0.0037718066197812,0.0077324792897844,0.0419172838090893,-0.0007683618217467,0.0052749564421157,-0.0008616513446505,-0.0111730607763514,0.0087796653042553
2012-10-18,-0.0435708454243943,-0.029413857701085,-0.0234243130258955,-0.0741079795339599,-0.0649719059279148,-0.0160002420286441,-0.0155667870134945,-0.0320311768743796,-0.0216490180138041,-0.0216491129518269,-0.0505626862700028,-0.0239904949324181,-0.0384662670591836,-0.0336247226214388,-0.0264691625097544,-0.0300023011778757,-0.0312281873665776,-0.0220958623454004,-0.0339016267449317,0.012442344782828,-0.0419517074089652
2012-10-19,-0.0369652362814688,-0.0150378629868183,-0.0205052248430476,0.0171863308632022,-0.0013879041114788,-0.0104425531114874,-0.022327553356538,-0.0145722797963404,-0.0224807008593735,-0.0224806507657299,0.0094513269408547,-0.0122799193944185,-0.0038332545329926,-0.0237282290667139,-0.009328119482524,-0.0379355474048532,0.0055358503259718,-0.0004137992369068,-0.0131659077191669,-0.0073194260540534,-0.0171625845396374
2012-10-20,0.0171647413850851,0.0249389246204691,-0.0045849434004497,0.0042507992248259,-0.0019463288370622,-0.002212440929913,-0.000594367268327,0.0027485758715035,0.0163309139288332,0.0163309616105866,-0.0153120105521703,0.0016972760624259,-0.0014413015826948,-0.0398012079409213,0.0006939784447658,-0.0123786146521122,-0.0394100640064176,0.0004137992369069,0.0101888885008569,-0.0321299727935572,0.0
2012-10-21,-0.0077622964302414,-0.0199011354312524,0.0007066938045409,-0.0042507992248259,0.0135454144043369,0.0013832963629433,0.0023753523736928,0.0036529685194931,0.0043193644291381,0.0043192345280238,-0.0148041951953963,0.0001304404541177,-0.0014432900998127,0.0437952184811063,-0.0213855869111792,-0.008936558784336,-0.0223982410324501,-0.0024854511544453,0.0097909093008864,0.0244351438390802,0.0006180611619893
2012-10-22,0.0001289730476158,0.0490293813806693,0.0005738843386554,-0.0064103231007836,-0.0071644927192068,-0.0016601431485013,-0.0005933093373456,0.0027309741694992,-0.0103400995312513,-0.010340082858422,-0.020339766290645,-0.0039933835596909,-0.0238744473464358,-0.0105184582529441,-0.040866260363161,0.030064085698479,-0.0075789964965994,-0.0024917276073847,0.0023591846494461,0.0172308124722202,-0.0108713130763318
2012-10-23,-0.0111505428302745,-0.0796440491698571,-0.0162388073646007,-0.0371221836580558,-0.0320341913749795,-0.0198579889482778,0.0469515070979795,-0.0304592003343858,-0.0099116796900749,-0.0099116300811574,0.0,-0.013948841925726,-0.015904987566028,0.1185659862337464,-0.0092713439410577,-0.0318610724855484,-0.0248194137667797,-0.0100292966627188,-0.0050199465886632,-0.0073025909368655,-0.0185978613455747
2012-10-24,-0.0211961205526085,-0.0315815423231197,-0.010596451885425,0.0110621019518089,0.0054107672358497,-0.0073717978538403,0.0157306998642445,-0.0094163014537196,-0.0081396764193825,-0.0081396379155867,-0.0045766589632678,-0.0015947906895285,0.0035009589433669,-0.0085336485139446,-0.006729008761488,-0.0163195198933406,0.0043234127428149,-0.0063197981658261,-0.0107144145186778,-0.0180067607732695,0.0044444323840882
2012-10-25,0.0039115600157743,-0.005361938000395,0.0207710515445714,0.0032948665621596,-0.0065536506610322,0.008783209109889,0.0027831488399683,-0.0066445138467874,-0.0001236457610868,-0.0001236496575773,-0.0177404077473103,0.0048282386725694,0.0079562748177561,0.0608103090458706,-0.0052651264483506,0.0,-0.0182852317626339,0.0084175250011975,-0.00841354049127,0.0325595627904594,0.0116518666042563
2012-10-26,0.0696268975969901,0.0317486682719164,0.0196955388660678,0.0397687969657301,0.0315163665667045,0.015673356549952,0.0170849829169779,0.0309447968047361,0.031978022461124,0.0319779937558232,0.034420278258551,0.0196673697680918,0.0029673347762116,-0.0275404409401604,0.0078873304466274,0.0127159157957563,0.0277313867470809,0.0116668368344865,0.0203113485059046,0.0333570207011829,0.0142993103857925
2012-10-27,-0.0085565214362169,-0.0210533893824582,0.0175628402547809,0.0146446491902024,-0.0027738846146103,0.0151581530989604,0.0021834569915752,0.0018450611767545,0.0026304939057704,0.0026304668204649,-0.1273209070358149,0.0006631347776075,-0.0372276271860143,0.0078227388663436,-0.0007485201800698,0.0036036040975841,-0.0181117535610113,0.0057826863136991,-0.0041481310834936,0.0024270094706987,0.0159218502942115
2012-10-28,0.0014074907019681,-0.0053333408890631,0.0180161817179764,0.0144332752148733,-0.0064093723877648,-0.0019164877022639,0.0076045662945071,0.0064308621584156,-0.0061384968116588,-0.0061385575749022,0.0194507911989326,0.0023175148199859,-0.0077180529916799,0.0514664105080312,0.0089453328191544,-0.0072202411373792,0.0283159142187837,0.0028788927902617,0.0050348140377348,-0.0161908933467403,-0.0100748226560056
2012-10-29,0.0172965085650932,0.041890963612416,0.0077421395645834,0.013218205699548,0.0072423248114696,0.0114442164615051,0.0192932358045855,0.0163491653815461,0.003148767685603,0.0031488436544542,0.0410231056002932,0.0129422058048679,0.0184242009798826,-0.0132452142016742,0.0274491150717855,0.028573345677324,0.0067453819018457,0.0073650210938833,0.0149541096778345,-0.0105265353658854,0.01854440137103
2012-10-30,0.0310612161858292,-0.041890963612416,0.0154707796710107,-0.0060789920371863,-0.0128493134990344,-0.0076149069575565,0.0116095929588817,0.00090043006447,-0.0102624854019411,-0.0102624523833856,0.0238294360270586,-0.0020316547209315,0.0085837478247909,0.0777323691285408,-0.0112544797449835,0.0035149388672611,0.0174931611534456,-0.001631980914602,-0.0114152934161198,0.0043477402208998,-0.0090771947519233
2012-10-31,-0.0080899269381142,0.005333340889063,-0.0009034274066277,-0.0184620941424828,-0.0150122851845265,-0.0093253594972301,-0.0052604216666762,-0.00090043006447,0.014356119656972,0.014356079622823,-0.0302810874246695,-0.0052402240238485,0.0020090873575582,0.008062976446693,-0.0113825157645293,-0.0035149388672611,0.0041203347750256,-0.0098482976883019,-0.0103566710412416,-0.0037256189788843,-0.0082405608112468
2012-11-01,-0.003151423617517,0.041672718399677,0.015127412706025,0.01029879144743,0.0008557632539287,0.0101439917962466,-0.0068801099222296,0.013422985965499,0.019138494431907,0.0191384531933387,0.0294959199661172,0.0078252507809793,0.0079960368849733,0.0079985568655864,0.0102866698358002,0.0157208747033919,0.0081900851873819,0.0171713694107172,0.0,0.033040649424605,0.0055012454895008
2012-11-02,0.0109528691085415,0.0400052964514616,0.0166944908519275,0.0071465025217294,0.0039840517148656,0.0054407305510055,0.0095138299230756,0.0245841824710579,0.0119516545697021,0.0119517454226921,0.0124903545342595,0.0042606261459933,-0.0282704063749719,0.0357712907434067,-0.015098789398073,0.0239737283850345,-0.0181075124647349,0.0072698339706517,0.009178431732796,0.0137481552525164,0.0106109368366523
2012-11-03,-0.0069468144931504,0.0755075928820576,0.003099387121306,0.0030472073970535,-0.0183438620592784,0.0091818129879062,-0.0052742939392113,-0.0069625977793051,0.0093220108907584,0.0093219905044947,0.00772813475852,0.0001624219230794,0.0020459857668363,0.0245854866430313,-0.0123204811710587,0.0101010866613204,-0.005830894834269,0.0068177056120909,0.0058772149577161,0.0038514303403013,-0.0045338306476509
2012-11-04,0.0015535711296675,0.0702041925479098,-0.0068473922816479,-0.0061037286555243,-0.01017594096951,-0.0032309917093782,0.0063258427891205,-0.0034995628413695,-0.0044775823501217,-0.0044775114275983,-0.00928079136324,-0.0047564535251138,-0.0015340723452783,-0.0348872251421813,-0.0071631043306234,-0.0067227081990549,-0.0185503012878847,0.0027938644985809,0.000292889407121,0.0233790770751011,-0.0079075329366174
2012-11-05,-0.017796753492684,-0.0432967655221995,0.0085915805066726,0.011161927805264,0.0020434890381124,0.0032309917093781,0.0073298436470918,-0.0088028232713959,-0.0060881628227245,-0.0060882821304236,0.0500103270507082,-0.0017113382080492,0.0217674195752268,0.0154130819664033,-0.0022727079722615,0.0183798215693216,0.0293522435389508,0.003183436353759,-0.0064648812335383,-0.0210165775962032,-0.0003053388717249
2012-11-06,-0.0665212672573439,0.013186991843685,0.0058051049705156,0.0540141293391838,0.0613619509656854,-0.0086393541379232,0.0020843680841561,0.0,-0.0046560625064727,-0.0046560370542003,0.0212074771780736,0.001583621568526,-0.0060270866930541,0.0090629588358595,0.0113123088640845,0.0229142380616774,-0.0116377324170869,0.0185008495391943,-0.0002948637877257,-0.0056206070964818,0.0073036800418781
2012-11-07,0.0155616144536133,0.0215990917817462,-0.0023259039318711,0.0,0.0152425753706011,0.0070251118404509,0.0139573455936563,-0.0062085031270242,0.0048007828888845,0.0048007345688208,0.0007232626774511,0.003301198087305,0.0154964092835063,-0.0270682141432509,0.0022471719707744,0.036541003435238,0.0016708027646136,-0.001170746873306,-0.0076969108247111,0.0056206070964818,0.0048396903296349
2012-11-08,-0.0258971289484588,0.0085106818967682,-0.0003947666626815,0.0170620538969589,0.0166089789910163,-0.0029661775304801,-0.0072127768003222,0.0211275269141431,-0.0100631488972123,-0.0100630938551147,0.0079223077466375,0.0029166584353795,0.0,0.0190971821591162,-0.0101523889389824,0.0046693018735113,-0.0016708027646136,-0.0019542433996245,0.0026710276554165,0.0079331070353362,0.0027120750098391
2012-11-09,-0.0064530027224346,-0.0170944176830341,-0.0219551863682979,-0.0066007451704088,-0.0120274274910488,0.0059235828652953,0.023001307961688,-0.0008713965946277,0.0017669582813643,0.001766946941137,0.0156587027213049,0.0003384309527405,-0.0039761446102951,0.0126515470959548,0.0179780667198024,0.0350913223644782,0.0328976725405905,-0.0058859078577711,-0.0002964370977699,0.0116382796310002,-0.0054315253775942
2012-11-10,0.0216025501912843,0.0043010779298641,0.0117162120603168,-0.005692564343876,-0.0051219583664017,0.0040188003938181,-0.0005054449678964,0.0017421175186664,0.0165813745295391,0.0165814544936356,0.0070372886564655,0.006527589674482,0.0279910099099026,0.0050161119298405,0.0140068327259899,0.0148812127409248,0.0231917607651967,0.0090108981307015,0.0123749428845243,0.0203298334946999,0.0072355358752114
2012-11-11,-0.0044243625260125,0.0170216720263053,0.004259150598746,0.0094697136010899,0.0142226679766422,0.0005345266940413,-0.0025310640755751,-0.0017421175186664,0.0009753445122992,0.0009752126145364,0.0187570636095615,0.000448129068669,0.0009680764507925,-0.0143990832780687,-0.0029325506532779,-0.0089021274381464,-0.0103297827832738,-0.0050831390252152,0.0099068491222076,-0.0005669116320805,0.0062883597425152
